run_id,M,N,noise,mode,p,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,iterations,purification_level,twirling_enabled,bloch_r_init,bloch_r_final
M1_N2_depolarizing_iid_p_p0.80000,1,2,depolarizing,iid_p,0.8,0.8,0.4666666667,0.1055992868,0.5333333333,0.8944007132,0.5022222222,0.8111038451,1.677001337,4,1,4,TRUE,0.06666666667,0.7888014263
M1_N2_depolarizing_iid_p_p0.80000,1,2,depolarizing,iid_p,0.8,0.8,0.4666666667,0.01374818952,0.5333333333,0.9862518105,0.5022222222,0.9728816464,1.849222145,5,1,5,TRUE,0.06666666667,0.972503621
M1_N2_depolarizing_iid_p_p0.80000,1,2,depolarizing,iid_p,0.8,0.8,0.4666666667,0.0001942813041,0.5333333333,0.9998057187,0.5022222222,0.9996115129,1.874635723,6,1,6,TRUE,0.06666666667,0.9996114374
M1_N2_depolarizing_iid_p_p0.80000,1,2,depolarizing,iid_p,0.8,0.8,0.4666666667,3.78E-08,0.5333333333,0.9999999622,0.5022222222,0.9999999245,1.874999929,7,1,7,TRUE,0.06666666667,0.9999999245
M1_N2_depolarizing_iid_p_p0.80000,1,2,depolarizing,iid_p,0.8,0.8,0.4666666667,1.41E-15,0.5333333333,1,0.5022222222,1,1.875,8,1,8,TRUE,0.06666666667,1
M1_N2_depolarizing_iid_p_p0.80000,1,2,depolarizing,iid_p,0.8,0.8,0.4666666667,0,0.5333333333,1,0.5022222222,1,1.875,9,1,9,TRUE,0.06666666667,1
M1_N2_depolarizing_iid_p_p0.80000,1,2,depolarizing,iid_p,0.8,0.8,0.4666666667,0,0.5333333333,1,0.5022222222,1,1.875,10,1,10,TRUE,0.06666666667,1
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0.4,0.6,0.6,0.52,0.52,1,0,1,0,TRUE,0.2,0.2
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0.3076923077,0.6,0.6923076923,0.52,0.573964497,1.153846154,1,1,1,TRUE,0.2,0.3846153846
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0.1649484536,0.6,0.8350515464,0.52,0.7245190775,1.391752577,2,1,2,TRUE,0.2,0.6701030928
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0.03755317588,0.6,0.9624468241,0.52,0.9277141303,1.60407804,3,1,3,TRUE,0.2,0.9248936482
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0.001520124544,0.6,0.9984798755,0.52,0.9969643725,1.664133126,4,1,4,TRUE,0.2,0.9969597509
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,2.32E-06,0.6,0.9999976822,0.52,0.9999953644,1.666662804,5,1,5,TRUE,0.2,0.9999953644
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,5.37E-12,0.6,1,0.52,1,1.666666667,6,1,6,TRUE,0.2,1
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0,0.6,1,0.52,1,1.666666667,7,1,7,TRUE,0.2,1
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0,0.6,1,0.52,1,1.666666667,8,1,8,TRUE,0.2,1
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0,0.6,1,0.52,1,1.666666667,9,1,9,TRUE,0.2,1
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.4,0,0.6,1,0.52,1,1.666666667,10,1,10,TRUE,0.2,1
M2_N2_depolarizing_iid_p_p0.01000,2,2,depolarizing,iid_p,0.01,0.01,0.9867111111,0.9867111111,0.01328888889,0.01328888889,0.9736865264,0.9736865264,1,0,1,0,TRUE,,
M2_N2_depolarizing_iid_p_p0.01000,2,2,depolarizing,iid_p,0.01,0.01,0.9867111111,0.9999099201,0.01328888889,9.01E-05,0.9736865264,0.9998198523,0.006778591247,1,1,1,TRUE,,
M2_N2_depolarizing_iid_p_p0.01000,2,2,depolarizing,iid_p,0.01,0.01,0.9867111111,0.9999999959,0.01328888889,4.06E-09,0.9736865264,0.9999999919,3.05E-07,2,1,2,TRUE,,
M2_N2_depolarizing_iid_p_p0.01000,2,2,depolarizing,iid_p,0.01,0.01,0.9867111111,1,0.01328888889,1.67E-16,0.9736865264,1,1.25E-14,3,1,3,TRUE,,
M2_N2_depolarizing_iid_p_p0.01000,2,2,depolarizing,iid_p,0.01,0.01,0.9867111111,1,0.01328888889,2.22E-16,0.9736865264,1,1.67E-14,4,1,4,TRUE,,
M2_N2_depolarizing_iid_p_p0.01000,2,2,depolarizing,iid_p,0.01,0.01,0.9867111111,1,0.01328888889,2.22E-16,0.9736865264,1,1.67E-14,5,1,5,TRUE,,
M2_N2_depolarizing_iid_p_p0.01000,2,2,depolarizing,iid_p,0.01,0.01,0.9867111111,1,0.01328888889,2.22E-16,0.9736865264,1,1.67E-14,6,1,6,TRUE,,
