run_id,iteration,merge_num,M,depth,copies_used,N_so_far,noise,mode,p,p_channel,P_success,grover_iters,twirling_applied,purification_level,fidelity,eps_L,purity,bloch_r,fidelity_before_noise,fidelity_after_noise,eps_L_before_noise,eps_L_after_noise,purity_before_noise,purity_after_noise
M1_N2_depolarizing_iid_p_p0.80000,1,0,1,10,1024,1024,depolarizing,iid_p,0.8,0.8,1,0,TRUE,10,0,1,1,1,1,0.4666666667,1,0.5333333333,1,0.5022222222
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,0,1,1,depolarizing,iid_p,0.9,0.9,1,0,TRUE,0,0.4,0.6,0.52,0.2,1,0.4,0.6,0.6,0.52,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,1,2,2,depolarizing,iid_p,0.9,0.9,1,0,TRUE,1,0.3076923077,0.6923076923,0.573964497,0.3846153846,1,0.4,0.6923076923,0.6,0.573964497,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,2,4,4,depolarizing,iid_p,0.9,0.9,1,0,TRUE,2,0.1649484536,0.8350515464,0.7245190775,0.6701030928,1,0.4,0.8350515464,0.6,0.7245190775,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,3,8,8,depolarizing,iid_p,0.9,0.9,1,0,TRUE,3,0.03755317588,0.9624468241,0.9277141303,0.9248936482,1,0.4,0.9624468241,0.6,0.9277141303,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,4,16,16,depolarizing,iid_p,0.9,0.9,1,0,TRUE,4,0.001520124544,0.9984798755,0.9969643725,0.9969597509,1,0.4,0.9984798755,0.6,0.9969643725,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,5,32,32,depolarizing,iid_p,0.9,0.9,1,0,TRUE,5,2.32E-06,0.9999976822,0.9999953644,0.9999953644,1,0.4,0.9999976822,0.6,0.9999953644,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,6,64,64,depolarizing,iid_p,0.9,0.9,1,0,TRUE,6,5.37E-12,1,1,1,1,0.4,1,0.6,1,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,7,128,128,depolarizing,iid_p,0.9,0.9,1,0,TRUE,7,0,1,1,1,1,0.4,1,0.6,1,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,8,256,256,depolarizing,iid_p,0.9,0.9,1,0,TRUE,8,0,1,1,1,1,0.4,1,0.6,1,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,9,512,512,depolarizing,iid_p,0.9,0.9,1,0,TRUE,9,0,1,1,1,1,0.4,1,0.6,1,0.52
M1_N2_depolarizing_iid_p_p0.90000,1,0,1,10,1024,1024,depolarizing,iid_p,0.9,0.9,1,0,TRUE,10,0,1,1,1,1,0.4,1,0.6,1,0.52
M2_N2_depolarizing_iid_p_p0.01000,1,0,2,0,1,1,depolarizing,iid_p,0.01,0.01,1,0,TRUE,0,0.9867111111,0.01328888889,0.9736865264,,1,0.9867111111,0.01328888889,0.01328888889,0.9736865264,0.9736865264
M2_N2_depolarizing_iid_p_p0.01000,1,0,2,1,2,2,depolarizing,iid_p,0.01,0.01,1,0,TRUE,1,0.9999099201,9.01E-05,0.9998198523,,1,0.9867111111,9.01E-05,0.01328888889,0.9998198523,0.9736865264
M2_N2_depolarizing_iid_p_p0.01000,1,0,2,2,4,4,depolarizing,iid_p,0.01,0.01,1,0,TRUE,2,0.9999999959,4.06E-09,0.9999999919,,1,0.9867111111,4.06E-09,0.01328888889,0.9999999919,0.9736865264
M2_N2_depolarizing_iid_p_p0.01000,1,0,2,3,8,8,depolarizing,iid_p,0.01,0.01,1,0,TRUE,3,1,1.67E-16,1,,1,0.9867111111,1.67E-16,0.01328888889,1,0.9736865264
