run_id,M,N,noise,mode,p,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,twirling_enabled,bloch_r_init,bloch_r_final
M1_N2_dephase_z_iid_p_d0.01000_twirl,1,2,dephase_z,iid_p,0.01,0.01,0.99,0.9948995051,0.01,0.0051004949,0.9802,0.9898510403,0.51004949,1,TRUE,0.98,0.9897990102
M1_N2_dephase_z_iid_p_d0.10000_twirl,1,2,dephase_z,iid_p,0.1,0.1,0.9,0.9395604396,0.1,0.06043956044,0.82,0.8864267601,0.6043956044,1,TRUE,0.8,0.8791208791
M1_N2_dephase_z_iid_p_d0.20000_twirl,1,2,dephase_z,iid_p,0.2,0.2,0.8,0.8571428571,0.2,0.1428571429,0.68,0.7551020408,0.7142857143,1,TRUE,0.6,0.7142857143
M1_N2_dephase_z_iid_p_d0.30000_twirl,1,2,dephase_z,iid_p,0.3,0.3,0.7,0.753164557,0.3,0.246835443,0.58,0.6281845858,0.8227848101,1,TRUE,0.4,0.5063291139
M1_N2_dephase_z_iid_p_d0.40000_twirl,1,2,dephase_z,iid_p,0.4,0.4,0.6,0.6315789474,0.4,0.3684210526,0.52,0.5346260388,0.9210526316,1,TRUE,0.2,0.2631578947
M1_N2_dephase_z_iid_p_d0.50000_twirl,1,2,dephase_z,iid_p,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,TRUE,2.22E-16,3.33E-16
M1_N2_dephase_z_iid_p_d0.60000_twirl,1,2,dephase_z,iid_p,0.6,0.6,0.4,0.3684210526,0.6,0.6315789474,0.52,0.5346260388,1.052631579,1,TRUE,0.2,0.2631578947
M1_N2_dephase_z_iid_p_d0.70000_twirl,1,2,dephase_z,iid_p,0.7,0.7,0.3,0.246835443,0.7,0.753164557,0.58,0.6281845858,1.075949367,1,TRUE,0.4,0.5063291139
M1_N2_dephase_z_iid_p_d0.80000_twirl,1,2,dephase_z,iid_p,0.8,0.8,0.2,0.1428571429,0.8,0.8571428571,0.68,0.7551020408,1.071428571,1,TRUE,0.6,0.7142857143
M1_N2_dephase_z_iid_p_d0.90000_twirl,1,2,dephase_z,iid_p,0.9,0.9,0.1,0.06043956044,0.9,0.9395604396,0.82,0.8864267601,1.043956044,1,TRUE,0.8,0.8791208791
M1_N4_dephase_z_iid_p_d0.01000_twirl,1,4,dephase_z,iid_p,0.01,0.01,0.99,0.9974236715,0.01,0.002576328501,0.9802,0.9948606179,0.2576328501,2,TRUE,0.98,0.994847343
M1_N4_dephase_z_iid_p_d0.10000_twirl,1,4,dephase_z,iid_p,0.1,0.1,0.9,0.9660243895,0.1,0.03397561054,0.82,0.9343574631,0.3397561054,2,TRUE,0.8,0.9320487789
M1_N4_dephase_z_iid_p_d0.20000_twirl,1,4,dephase_z,iid_p,0.2,0.2,0.8,0.9069767442,0.2,0.09302325581,0.68,0.8312601406,0.4651162791,2,TRUE,0.6,0.8139534884
M1_N4_dephase_z_iid_p_d0.30000_twirl,1,4,dephase_z,iid_p,0.3,0.3,0.7,0.81097771,0.3,0.18902229,0.58,0.6934142722,0.6300743001,2,TRUE,0.4,0.62195542
M1_N4_dephase_z_iid_p_d0.40000_twirl,1,4,dephase_z,iid_p,0.4,0.4,0.6,0.6714801444,0.4,0.3285198556,0.52,0.5588108798,0.821299639,2,TRUE,0.2,0.3429602888
M1_N4_dephase_z_iid_p_d0.50000_twirl,1,4,dephase_z,iid_p,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,TRUE,2.22E-16,3.89E-16
M1_N4_dephase_z_iid_p_d0.60000_twirl,1,4,dephase_z,iid_p,0.6,0.6,0.4,0.3285198556,0.6,0.6714801444,0.52,0.5588108798,1.119133574,2,TRUE,0.2,0.3429602888
M1_N4_dephase_z_iid_p_d0.70000_twirl,1,4,dephase_z,iid_p,0.7,0.7,0.3,0.18902229,0.7,0.81097771,0.58,0.6934142722,1.158539586,2,TRUE,0.4,0.62195542
M1_N4_dephase_z_iid_p_d0.80000_twirl,1,4,dephase_z,iid_p,0.8,0.8,0.2,0.09302325581,0.8,0.9069767442,0.68,0.8312601406,1.13372093,2,TRUE,0.6,0.8139534884
M1_N4_dephase_z_iid_p_d0.90000_twirl,1,4,dephase_z,iid_p,0.9,0.9,0.1,0.03397561054,0.9,0.9660243895,0.82,0.9343574631,1.073360433,2,TRUE,0.8,0.9320487789
M1_N8_dephase_z_iid_p_d0.01000_twirl,1,8,dephase_z,iid_p,0.01,0.01,0.99,0.9987051898,0.01,0.001294810247,0.9802,0.9974137326,0.1294810247,3,TRUE,0.98,0.9974103795
M1_N8_dephase_z_iid_p_d0.10000_twirl,1,8,dephase_z,iid_p,0.1,0.1,0.9,0.9818389551,0.1,0.01816104485,0.82,0.9643375574,0.1816104485,3,TRUE,0.8,0.9636779103
M1_N8_dephase_z_iid_p_d0.20000_twirl,1,8,dephase_z,iid_p,0.2,0.2,0.8,0.9444772593,0.2,0.0555227407,0.68,0.8951200681,0.2776137035,3,TRUE,0.6,0.8889545186
M1_N8_dephase_z_iid_p_d0.30000_twirl,1,8,dephase_z,iid_p,0.3,0.3,0.7,0.8672789525,0.3,0.1327210475,0.58,0.7697876578,0.4424034918,3,TRUE,0.4,0.7345579049
M1_N8_dephase_z_iid_p_d0.40000_twirl,1,8,dephase_z,iid_p,0.4,0.4,0.6,0.7200140461,0.4,0.2799859539,0.52,0.596812361,0.6999648847,3,TRUE,0.2,0.4400280922
M1_N8_dephase_z_iid_p_d0.50000_twirl,1,8,dephase_z,iid_p,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,3,TRUE,2.22E-16,5.55E-16
M1_N8_dephase_z_iid_p_d0.60000_twirl,1,8,dephase_z,iid_p,0.6,0.6,0.4,0.2799859539,0.6,0.7200140461,0.52,0.596812361,1.20002341,3,TRUE,0.2,0.4400280922
M1_N8_dephase_z_iid_p_d0.70000_twirl,1,8,dephase_z,iid_p,0.7,0.7,0.3,0.1327210475,0.7,0.8672789525,0.58,0.7697876578,1.238969932,3,TRUE,0.4,0.7345579049
M1_N8_dephase_z_iid_p_d0.80000_twirl,1,8,dephase_z,iid_p,0.8,0.8,0.2,0.0555227407,0.8,0.9444772593,0.68,0.8951200681,1.180596574,3,TRUE,0.6,0.8889545186
M1_N8_dephase_z_iid_p_d0.90000_twirl,1,8,dephase_z,iid_p,0.9,0.9,0.1,0.01816104485,0.9,0.9818389551,0.82,0.9643375574,1.090932172,3,TRUE,0.8,0.9636779103
M1_N16_dephase_z_iid_p_d0.01000_twirl,1,16,dephase_z,iid_p,0.01,0.01,0.99,0.9993509173,0.01,0.0006490827411,0.9802,0.9987026771,0.06490827411,4,TRUE,0.98,0.9987018345
M1_N16_dephase_z_iid_p_d0.10000_twirl,1,16,dephase_z,iid_p,0.1,0.1,0.9,0.9905867154,0.1,0.009413284561,0.82,0.9813506507,0.09413284561,4,TRUE,0.8,0.9811734309
M1_N16_dephase_z_iid_p_d0.20000_twirl,1,16,dephase_z,iid_p,0.2,0.2,0.8,0.969075566,0.2,0.03092443398,0.68,0.9400637733,0.1546221699,4,TRUE,0.6,0.938151132
M1_N16_dephase_z_iid_p_d0.30000_twirl,1,16,dephase_z,iid_p,0.3,0.3,0.7,0.915054259,0.3,0.084945741,0.58,0.8445400758,0.28315247,4,TRUE,0.4,0.830108518
M1_N16_dephase_z_iid_p_d0.40000_twirl,1,16,dephase_z,iid_p,0.4,0.4,0.6,0.7755665619,0.4,0.2244334381,0.52,0.65187386,0.5610835954,4,TRUE,0.2,0.5511331237
M1_N16_dephase_z_iid_p_d0.50000_twirl,1,16,dephase_z,iid_p,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,4,TRUE,2.22E-16,7.77E-16
M1_N16_dephase_z_iid_p_d0.60000_twirl,1,16,dephase_z,iid_p,0.6,0.6,0.4,0.2244334381,0.6,0.7755665619,0.52,0.65187386,1.292610936,4,TRUE,0.2,0.5511331237
M1_N16_dephase_z_iid_p_d0.70000_twirl,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.084945741,0.7,0.915054259,0.58,0.8445400758,1.30722037,4,TRUE,0.4,0.830108518
M1_N16_dephase_z_iid_p_d0.80000_twirl,1,16,dephase_z,iid_p,0.8,0.8,0.2,0.03092443398,0.8,0.969075566,0.68,0.9400637733,1.211344458,4,TRUE,0.6,0.938151132
M1_N16_dephase_z_iid_p_d0.90000_twirl,1,16,dephase_z,iid_p,0.9,0.9,0.1,0.009413284561,0.9,0.9905867154,0.82,0.9813506507,1.100651906,4,TRUE,0.8,0.9811734309
