run_id,M,N,noise,mode,p,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,twirling_enabled,iterations,purification_level,bloch_r_init,bloch_r_final
M1_N2_depolarizing_iid_p_p0.01000,1,2,depolarizing,iid_p,0.01,0.01,0.9933333333333328,0.9966220750749404,0.0066666666666666,0.0033779249250591,0.986755555555555,0.99326697090348,0.5066887387588769,1,False,1,1,0.9866666666666664,0.9932441501498814
M1_N2_depolarizing_iid_p_p0.10000,1,2,depolarizing,iid_p,0.1,0.1,0.9333333333333328,0.9620853080568716,0.0666666666666667,0.0379146919431279,0.875555555555555,0.9270456638440284,0.5687203791469191,1,False,1,1,0.8666666666666664,0.9241706161137438
M1_N2_depolarizing_iid_p_p0.20000,1,2,depolarizing,iid_p,0.2,0.2,0.8666666666666661,0.914572864321608,0.1333333333333333,0.0854271356783918,0.7688888888888883,0.8437413196636447,0.6407035175879386,1,False,1,1,0.7333333333333331,0.8291457286432161
M1_N2_depolarizing_iid_p_p0.30000,1,2,depolarizing,iid_p,0.3,0.3,0.7999999999999997,0.8571428571428571,0.1999999999999999,0.1428571428571426,0.6799999999999997,0.7551020408163267,0.7142857142857135,1,False,1,1,0.5999999999999999,0.7142857142857144
M1_N2_depolarizing_iid_p_p0.40000,1,2,depolarizing,iid_p,0.4,0.4,0.7333333333333331,0.7900552486187844,0.2666666666666666,0.2099447513812153,0.6088888888888886,0.6682640945026098,0.7872928176795578,1,False,1,1,0.4666666666666665,0.580110497237569
M1_N2_depolarizing_iid_p_p0.50000,1,2,depolarizing,iid_p,0.5,0.5,0.6666666666666664,0.7142857142857143,0.3333333333333332,0.2857142857142855,0.5555555555555555,0.5918367346938777,0.8571428571428569,1,False,1,1,0.3333333333333333,0.4285714285714287
M1_N2_depolarizing_iid_p_p0.60000,1,2,depolarizing,iid_p,0.6,0.6,0.5999999999999998,0.6315789473684209,0.3999999999999999,0.3684210526315788,0.5199999999999998,0.5346260387811634,0.9210526315789472,1,False,1,1,0.1999999999999999,0.2631578947368421
M1_N2_depolarizing_iid_p_p0.70000,1,2,depolarizing,iid_p,0.7,0.7,0.5333333333333332,0.5443786982248521,0.4666666666666665,0.4556213017751477,0.5022222222222221,0.503938937712265,0.9763313609467456,1,False,1,1,0.0666666666666667,0.0887573964497042
M1_N2_depolarizing_iid_p_p0.80000,1,2,depolarizing,iid_p,0.8,0.8,0.4666666666666664,0.4556213017751478,0.5333333333333332,0.544378698224852,0.5022222222222218,0.503938937712265,1.0207100591715976,1,False,1,1,0.0666666666666666,0.0887573964497041
M1_N2_depolarizing_iid_p_p0.90000,1,2,depolarizing,iid_p,0.9,0.9,0.3999999999999997,0.3684210526315788,0.5999999999999999,0.631578947368421,0.5199999999999996,0.5346260387811634,1.0526315789473686,1,False,1,1,0.1999999999999999,0.2631578947368421
M1_N4_depolarizing_iid_p_p0.01000,1,4,depolarizing,iid_p,0.01,0.01,0.9933333333333328,0.9948997378182683,0.0066666666666666,0.0051002621817314,0.986755555555555,0.9898515009851816,0.7650393272597159,2,False,2,1,0.9866666666666664,0.9897994756365368
M1_N4_depolarizing_iid_p_p0.10000,1,4,depolarizing,iid_p,0.1,0.1,0.9333333333333328,0.9398978559621026,0.0666666666666667,0.0601021440378969,0.875555555555555,0.8870202473601101,0.9015321605684544,2,False,2,1,0.8666666666666664,0.8797957119242058
M1_N4_depolarizing_iid_p_p0.20000,1,4,depolarizing,iid_p,0.2,0.2,0.8666666666666661,0.860885465063997,0.1333333333333333,0.1391145349360028,0.7688888888888883,0.7604766377889149,1.0433590120200211,2,False,2,1,0.7333333333333331,0.7217709301279941
M1_N4_depolarizing_iid_p_p0.30000,1,4,depolarizing,iid_p,0.3,0.3,0.7999999999999997,0.769230769230769,0.1999999999999999,0.2307692307692306,0.6799999999999997,0.6449704142011835,1.1538461538461533,2,False,2,1,0.5999999999999999,0.5384615384615385
M1_N4_depolarizing_iid_p_p0.40000,1,4,depolarizing,iid_p,0.4,0.4,0.7333333333333331,0.6761749632513606,0.2666666666666666,0.3238250367486391,0.6088888888888886,0.5620752353532366,1.214343887807397,2,False,2,1,0.4666666666666665,0.3523499265027214
M1_N4_depolarizing_iid_p_p0.50000,1,4,depolarizing,iid_p,0.5,0.5,0.6666666666666664,0.5945945945945945,0.3333333333333332,0.4054054054054052,0.5555555555555555,0.5178962746530313,1.2162162162162162,2,False,2,1,0.3333333333333333,0.1891891891891892
M1_N4_depolarizing_iid_p_p0.60000,1,4,depolarizing,iid_p,0.6,0.6,0.5999999999999998,0.5350553505535054,0.3999999999999999,0.4649446494464944,0.5199999999999998,0.5024577552048584,1.1623616236162362,2,False,2,1,0.1999999999999999,0.070110701107011
M1_N4_depolarizing_iid_p_p0.70000,1,4,depolarizing,iid_p,0.7,0.7,0.5333333333333332,0.5039447271369216,0.4666666666666665,0.4960552728630781,0.5022222222222221,0.5000311217443696,1.0629755847065965,2,False,2,1,0.0666666666666667,0.0078894542738434
M1_N4_depolarizing_iid_p_p0.80000,1,4,depolarizing,iid_p,0.8,0.8,0.4666666666666664,0.5039447271369215,0.5333333333333332,0.4960552728630781,0.5022222222222218,0.5000311217443694,0.9301036366182718,2,False,2,1,0.0666666666666666,0.0078894542738434
M1_N4_depolarizing_iid_p_p0.90000,1,4,depolarizing,iid_p,0.9,0.9,0.3999999999999997,0.5350553505535054,0.5999999999999999,0.4649446494464943,0.5199999999999996,0.5024577552048584,0.7749077490774907,2,False,2,1,0.1999999999999999,0.070110701107011
M1_N8_depolarizing_iid_p_p0.01000,1,8,depolarizing,iid_p,0.01,0.01,0.9933333333333328,0.9940128814698194,0.0066666666666666,0.0059871185301801,0.986755555555555,0.9880974541162282,0.8980677795270303,3,False,3,1,0.9866666666666664,0.9880257629396394
M1_N8_depolarizing_iid_p_p0.10000,1,8,depolarizing,iid_p,0.1,0.1,0.9333333333333328,0.925806476494282,0.0666666666666667,0.0741935235057176,0.875555555555555,0.8626223108489515,1.1129028525857636,3,False,3,1,0.8666666666666664,0.8516129529885645
M1_N8_depolarizing_iid_p_p0.20000,1,8,depolarizing,iid_p,0.2,0.2,0.8666666666666661,0.8227276418695041,0.1333333333333333,0.1772723581304957,0.7688888888888883,0.7083062616533019,1.3295426859787174,3,False,3,1,0.7333333333333331,0.6454552837390084
M1_N8_depolarizing_iid_p_p0.30000,1,8,depolarizing,iid_p,0.3,0.3,0.7999999999999997,0.7081427264409881,0.1999999999999999,0.2918572735590117,0.6799999999999997,0.5866467891405759,1.4592863677950587,3,False,3,1,0.5999999999999999,0.4162854528819763
M1_N8_depolarizing_iid_p_p0.40000,1,8,depolarizing,iid_p,0.4,0.4,0.7333333333333331,0.6086408617385984,0.2666666666666666,0.3913591382614012,0.6088888888888886,0.5236056736786106,1.4675967684802549,3,False,3,1,0.4666666666666665,0.2172817234771973
M1_N8_depolarizing_iid_p_p0.50000,1,8,depolarizing,iid_p,0.5,0.5,0.6666666666666664,0.5419863827947692,0.3333333333333332,0.4580136172052306,0.5555555555555555,0.5035257126803778,1.3740408516156923,3,False,3,1,0.3333333333333333,0.0839727655895385
M1_N8_depolarizing_iid_p_p0.60000,1,8,depolarizing,iid_p,0.6,0.6,0.5999999999999998,0.5093474808457427,0.3999999999999999,0.4906525191542571,0.5199999999999998,0.500174750796323,1.226631297885643,3,False,3,1,0.1999999999999999,0.0186949616914855
M1_N8_depolarizing_iid_p_p0.70000,1,8,depolarizing,iid_p,0.7,0.7,0.5333333333333332,0.5003506423798371,0.4666666666666665,0.4996493576201627,0.5022222222222221,0.5000002459001571,1.070677194900349,3,False,3,1,0.0666666666666667,0.0007012847596743
M1_N8_depolarizing_iid_p_p0.80000,1,8,depolarizing,iid_p,0.8,0.8,0.4666666666666664,0.4996493576201627,0.5333333333333332,0.5003506423798371,0.5022222222222218,0.5000002459001571,0.9381574544621948,3,False,3,1,0.0666666666666666,0.0007012847596743
M1_N8_depolarizing_iid_p_p0.90000,1,8,depolarizing,iid_p,0.9,0.9,0.3999999999999997,0.4906525191542571,0.5999999999999999,0.5093474808457427,0.5199999999999996,0.500174750796323,0.848912468076238,3,False,3,1,0.1999999999999999,0.0186949616914855
M1_N16_depolarizing_iid_p_p0.01000,1,16,depolarizing,iid_p,0.01,0.01,0.9933333333333328,0.9935539359475796,0.0066666666666666,0.0064460640524202,0.986755555555555,0.9871909753786952,0.966909607863033,4,False,4,1,0.9866666666666664,0.9871078718951594
M1_N16_depolarizing_iid_p_p0.10000,1,16,depolarizing,iid_p,0.1,0.1,0.9333333333333328,0.91642811959847,0.0666666666666667,0.0835718804015297,0.875555555555555,0.8468247575846355,1.2535782060229457,4,False,4,1,0.8666666666666664,0.8328562391969403
M1_N16_depolarizing_iid_p_p0.20000,1,16,depolarizing,iid_p,0.2,0.2,0.8666666666666661,0.793627341465845,0.1333333333333333,0.2063726585341547,0.7688888888888883,0.6724340313126,1.5477949390061605,4,False,4,1,0.7333333333333331,0.5872546829316903
M1_N16_depolarizing_iid_p_p0.30000,1,16,depolarizing,iid_p,0.3,0.3,0.7999999999999997,0.6631220213006725,0.1999999999999999,0.3368779786993271,0.6799999999999997,0.5532175876664341,1.684389893496636,4,False,4,1,0.5999999999999999,0.3262440426013456
M1_N16_depolarizing_iid_p_p0.40000,1,16,depolarizing,iid_p,0.4,0.4,0.7333333333333331,0.5673678756289431,0.2666666666666666,0.4326321243710566,0.6088888888888886,0.5090768613335133,1.6223704663914629,4,False,4,1,0.4666666666666665,0.1347357512578864
M1_N16_depolarizing_iid_p_p0.50000,1,16,depolarizing,iid_p,0.5,0.5,0.6666666666666664,0.5186557423689765,0.3333333333333332,0.4813442576310233,0.5555555555555555,0.5006960734466752,1.4440327728930706,4,False,4,1,0.3333333333333333,0.0373114847379531
M1_N16_depolarizing_iid_p_p0.60000,1,16,depolarizing,iid_p,0.6,0.6,0.5999999999999998,0.5024926499430629,0.3999999999999999,0.4975073500569368,0.5199999999999998,0.5000124266074772,1.2437683751423425,4,False,4,1,0.1999999999999999,0.0049852998861261
M1_N16_depolarizing_iid_p_p0.70000,1,16,depolarizing,iid_p,0.7,0.7,0.5333333333333332,0.5000311682115183,0.4666666666666665,0.4999688317884815,0.5022222222222221,0.5000000019429148,1.0713617824038892,4,False,4,1,0.0666666666666667,6.233642303674819e-05
M1_N16_depolarizing_iid_p_p0.80000,1,16,depolarizing,iid_p,0.8,0.8,0.4666666666666664,0.5000311682115183,0.5333333333333332,0.4999688317884815,0.5022222222222218,0.5000000019429148,0.937441559603403,4,False,4,1,0.0666666666666666,6.233642303674778e-05
M1_N16_depolarizing_iid_p_p0.90000,1,16,depolarizing,iid_p,0.9,0.9,0.3999999999999997,0.502492649943063,0.5999999999999999,0.4975073500569368,0.5199999999999996,0.5000124266074774,0.8291789167615615,4,False,4,1,0.1999999999999999,0.0049852998861261
M1_N32_depolarizing_iid_p_p0.01000,1,32,depolarizing,iid_p,0.01,0.01,0.9933333333333328,0.9933158207928634,0.0066666666666666,0.0066841792071363,0.986755555555555,0.9867209980890734,1.00262688107045,5,False,5,1,0.9866666666666664,0.9866316415857272
M1_N32_depolarizing_iid_p_p0.10000,1,32,depolarizing,iid_p,0.1,0.1,0.9333333333333328,0.9100012097303024,0.0666666666666667,0.0899987902696971,0.875555555555555,0.8362019839606234,1.3499818540454565,5,False,5,1,0.8666666666666664,0.8200024194606055
M1_N32_depolarizing_iid_p_p0.20000,1,32,depolarizing,iid_p,0.2,0.2,0.8666666666666661,0.7703867650781985,0.1333333333333333,0.2296132349218012,0.7688888888888883,0.6462180054589061,1.7220992619135085,5,False,5,1,0.7333333333333331,0.5407735301563974
M1_N32_depolarizing_iid_p_p0.30000,1,32,depolarizing,iid_p,0.3,0.3,0.7999999999999997,0.6288518921920462,0.1999999999999999,0.3711481078079535,0.6799999999999997,0.5332056202429415,1.855740539039768,5,False,5,1,0.5999999999999999,0.2577037843840927
M1_N32_depolarizing_iid_p_p0.40000,1,32,depolarizing,iid_p,0.4,0.4,0.7333333333333331,0.5418626216376492,0.2666666666666666,0.4581373783623506,0.6088888888888886,0.5035049581807539,1.7180151688588152,5,False,5,1,0.4666666666666665,0.0837252432752985
M1_N32_depolarizing_iid_p_p0.50000,1,32,depolarizing,iid_p,0.5,0.5,0.6666666666666664,0.5082910135599609,0.3333333333333332,0.4917089864400388,0.5555555555555555,0.5001374818117027,1.475126959320117,5,False,5,1,0.3333333333333333,0.0165820271199221
M1_N32_depolarizing_iid_p_p0.60000,1,32,depolarizing,iid_p,0.6,0.6,0.5999999999999998,0.5006647064312155,0.3999999999999999,0.4993352935687843,0.5199999999999998,0.5000008836692794,1.248338233921961,5,False,5,1,0.1999999999999999,0.0013294128624311
M1_N32_depolarizing_iid_p_p0.70000,1,32,depolarizing,iid_p,0.7,0.7,0.5333333333333332,0.5000027705076904,0.4666666666666665,0.4999972294923094,0.5022222222222221,0.5000000000153512,1.0714226346263778,5,False,5,1,0.0666666666666667,5.541015381012393e-06
