run_id,M,N,noise,mode,p,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,twirling_enabled,iterations,purification_level
M5_N4_depolarizing_iid_p_p0.10000,5,4,depolarizing,iid_p,0.1,0.1,0.7082455967078174,0.8970826078746768,0.291754403292181,0.1029173921253219,0.5145392868552681,0.8064646650420958,0.3527535179040779,6,False,2,3
M5_N4_depolarizing_iid_p_p0.30000,5,4,depolarizing,iid_p,0.3,0.3,0.3276799999999996,0.2630925966979279,0.6723199999999995,0.7369074033020715,0.1453933567999998,0.1046809483689681,1.096066461360769,6,False,2,3
M5_N8_depolarizing_iid_p_p0.10000,5,8,depolarizing,iid_p,0.1,0.1,0.7082455967078174,0.8855235541842428,0.291754403292181,0.1144764458157558,0.5145392868552681,0.7862263728719918,0.3923726412489207,9,False,3,3
M5_N8_depolarizing_iid_p_p0.30000,5,8,depolarizing,iid_p,0.3,0.3,0.3276799999999996,0.1443372542387284,0.6723199999999995,0.8556627457612711,0.1453933567999998,0.0557543294699373,1.272701608997608,9,False,3,3
M5_N16_depolarizing_iid_p_p0.10000,5,16,depolarizing,iid_p,0.1,0.1,0.7082455967078174,0.8802711347731811,0.291754403292181,0.1197288652268181,0.5145392868552681,0.7771280905276394,0.4103755209031556,12,False,4,3
M5_N16_depolarizing_iid_p_p0.30000,5,16,depolarizing,iid_p,0.3,0.3,0.3276799999999996,0.0900462713837845,0.6723199999999995,0.9099537286162148,0.1453933567999998,0.0405498627600722,1.3534533088651466,12,False,4,3
M5_N32_depolarizing_iid_p_p0.10000,5,32,depolarizing,iid_p,0.1,0.1,0.7082455967078174,0.8778189510696282,0.291754403292181,0.1221810489303703,0.5145392868552681,0.7729013042912025,0.4187804795803223,15,False,5,3
M5_N32_depolarizing_iid_p_p0.30000,5,32,depolarizing,iid_p,0.3,0.3,0.3276799999999996,0.0640393849228669,0.6723199999999995,0.9359606150771328,0.1453933567999998,0.035036136367023,1.3921356126206768,15,False,5,3
M5_N64_depolarizing_iid_p_p0.10000,5,64,depolarizing,iid_p,0.1,0.1,0.7082455967078174,0.8766599010285714,0.291754403292181,0.1233400989714272,0.5145392868552681,0.7709080973055278,0.4227531704051328,18,False,6,3
M5_N64_depolarizing_iid_p_p0.30000,5,64,depolarizing,iid_p,0.3,0.3,0.3276799999999996,0.0505412697825256,0.6723199999999995,0.949458730217474,0.1453933567999998,0.0328411962816015,1.412212533045982,18,False,6,3
M5_N128_depolarizing_iid_p_p0.10000,5,128,depolarizing,iid_p,0.1,0.1,0.7082455967078174,0.8761089077255232,0.291754403292181,0.1238910922744757,0.5145392868552681,0.7699616002546796,0.4246417222036012,21,False,7,3
