M,N,physical_error_rate,final_logical_error,error_reduction_ratio
4,256,0.9,0.9373517847446026,0.9999418979173678
4,256,0.95,0.9374907432023405,0.999996376059847
4,256,0.99,0.937499985189832,0.9999999942024875
4,512,0.01,7.821603384099046e-05,0.0021173093409336563
4,512,0.1,0.0015501668777254689,0.004808116709044781
4,512,0.5,0.7590085261902754,0.8635830342431577
4,512,0.7,0.9238338737121999,0.9934699048556777
4,512,0.8,0.9349549092831582,0.9988834500888443
4,512,0.9,0.9373430469064574,0.9999325766245504
4,512,0.95,0.9374901986095607,0.9999957951572512
4,512,0.99,0.9374999843186456,0.999999993273222
4,1024,0.01,3.911127984701901e-05,0.0010587429979422615
4,1024,0.1,0.0007763660413653851,0.0024080365730049747
4,1024,0.5,0.7272476431968369,0.8274462073706232
4,1024,0.7,0.9228686687528325,0.992431945427652
4,1024,0.8,0.9347995255978222,0.9987174418780153
4,1024,0.9,0.9373337927361349,0.9999227045223295
4,1024,0.95,0.9374896219727945,0.9999951800741896
4,1024,0.99,0.9374999833962128,0.9999999922892937
5,8,0.01,0.006479904481777003,0.13648113587058128
5,8,0.1,0.12062547821039141,0.30406247141410747
5,8,0.5,0.9327646818665857,0.9939136672543015
5,8,0.7,0.9661582840087799,0.9997540826880597
5,8,0.8,0.9684106595117714,0.9999697033494811
5,8,0.9,0.9687394045722386,0.999999062774874
5,8,0.95,0.968749668901633,0.9999999707210314
5,8,0.99,0.9687499998940486,0.9999999999906309
5,16,0.01,0.0032616942658606376,0.06869850312132134
5,16,0.1,0.06826979994743423,0.17208871958839053
5,16,0.5,0.9305085906469696,0.9915096741128999
5,16,0.7,0.9660734618210263,0.9996663110155368
5,16,0.8,0.9684002684464883,0.9999589736550415
5,16,0.9,0.968739083393322,0.9999987312320319
5,16,0.95,0.9687496588682462,0.9999999603639836
5,16,0.99,0.968749999890838,0.9999999999873167
5,32,0.01,0.0016363470026428551,0.03446509099434647
5,32,0.1,0.03662216479215605,0.09231404592498775
5,32,0.5,0.9280370119206163,0.9888760668123945
5,32,0.7,0.9659856517455317,0.9995754475587619
5,32,0.8,0.968389555785015,0.9999479118840764
5,32,0.9,0.968738752475227,0.9999983896357435
5,32,0.95,0.9687496485308111,0.9999999496930797
5,32,0.99,0.96874999988753,0.999999999983902
5,64,0.01,0.0008195566353402158,0.017261677362075924
5,64,0.1,0.019015956583629666,0.04793381001181975
5,64,0.5,0.9253198731725261,0.9859808013825876
5,64,0.7,0.9658947344339006,0.9994813688192896
5,64,0.8,0.968378511362265,0.9999365075402349
5,64,0.9,0.9687384115224283,0.999998037680948
5,64,0.95,0.9687496378801137,0.9999999386988079
5,64,0.99,0.9687499998841218,0.9999999999803839
5,128,0.01,0.0004101251297000954,0.008638143310283562
5,128,0.1,0.009696387039710866,0.02444182979270645
5,128,0.5,0.9223214482876773,0.982785809621833
5,128,0.7,0.9658005848248791,0.999383945387166
5,128,0.8,0.9683671246786687,0.9999247497817818
5,128,0.9,0.9687380602304203,0.9999976750533134
5,128,0.95,0.9687496269066607,0.999999927371369
5,128,0.99,0.9687499998806104,0.9999999999767591
5,256,0.01,0.00020514939690872218,0.00432090053055672
5,256,0.1,0.004896955110615704,0.012343828977330308
5,256,0.5,0.9189990108484917,0.9792455641091108
5,256,0.7,0.9657030718074797,0.9992830415923388
5,256,0.8,0.9683553848883498,0.9999126274093902
5,256,0.9,0.9687376982854439,0.9999973014289563
5,256,0.95,0.9687496156006714,0.9999999157006667
5,256,0.99,0.9687499998769924,0.9999999999730245
5,512,0.01,0.00010259642263093394,0.0021609078245375824
5,512,0.1,0.0024608847161910335,0.006203189407176089
5,512,0.5,0.9153010974152844,0.9753052276308546
5,512,0.7,0.9656020578599214,0.9991785151310422
5,512,0.8,0.9683432807868354,0.9999001288534504
5,512,0.9,0.9687373253642042,0.9999969164741497
5,512,0.95,0.9687496039520681,0.9999999036762983
5,512,0.99,0.9687499998732649,0.9999999999691768
5,1024,0.01,5.13036443817956e-05,0.0010805683446752992
5,1024,0.1,0.0012335718571777482,0.0031094832793628225
5,1024,0.5,0.9111652476419202,0.9708982451460211
5,1024,0.7,0.9654973986623396,0.9990702166650403
5,1024,0.8,0.968330800798275,0.9998872421608722
5,1024,0.9,0.9687369411335806,0.9999965198450235
5,1024,0.95,0.9687495919504685,0.9999998912875464
5,1024,0.99,0.9687499998694244,0.9999999999652124
6,8,0.01,0.008001585375778596,0.1389032026612269
6,8,0.1,0.16508210002079496,0.357911065233569
6,8,0.5,0.9675442261676085,0.9985036912024501
6,8,0.7,0.9836221897957813,0.9999642143397143
6,8,0.8,0.9843090352644901,0.9999969880124289
6,8,0.9,0.98437396948681,0.9999999531294108
6,8,0.95,0.9843749838982769,0.9999999992676942
6,8,0.99,0.9843749999989693,0.9999999999999527
6,16,0.01,0.0040334435981418644,0.070018403506794
6,16,0.1,0.09750378607669175,0.21139592926561274
6,16,0.5,0.9670157202157429,0.9979582741253925
6,16,0.7,0.9836100593867746,0.9999518823945448
6,16,0.8,0.9843080162063005,0.9999959527124532
6,16,0.9,0.9843739536317315,0.9999999370226483
6,16,0.95,0.9843749836505581,0.9999999990160433
6,16,0.99,0.9843749999989535,0.9999999999999367
6,32,0.01,0.0020250019129777123,0.035152940060999525
6,32,0.1,0.05381460523700902,0.11667432558148741
6,32,0.5,0.9664620547954734,0.9973868925276541
6,32,0.7,0.9835977245374449,0.9999393426124548
6,32,0.8,0.984306981339026,0.9999949013514271
6,32,0.9,0.9843739375326972,0.9999999206680574
6,32,0.95,0.984374983399028,0.9999999987605207
6,32,0.99,0.9843749999989375,0.9999999999999205
6,64,0.01,0.001014585926393509,0.017612663982523973
6,64,0.1,0.02841777596724268,0.061611988620956036
6,64,0.5,0.965881484338796,0.996787744986573
6,64,0.7,0.9835851815105379,0.9999265911940985
6,64,0.8,0.9843059304153543,0.9999938336780961
6,64,0.9,0.9843739211859529,0.9999999040618245
6,64,0.95,0.9843749831436278,0.9999999985010666
6,64,0.99,0.9843749999989212,0.9999999999999039
6,128,0.01,0.0005078160904567327,0.008815413198097614
6,128,0.1,0.014624905504842495,0.03170795323974616
6,128,0.5,0.9652721004794779,0.9961588620720436
6,128,0.7,0.9835724264909753,0.9999136242610138
6,128,0.8,0.9843048631840395,0.9999927494372103
6,128,0.9,0.9843739045876858,0.9999998872000759
6,128,0.95,0.9843749828842989,0.9999999982376213
6,128,0.99,0.9843749999989048,0.9999999999998872
6,256,0.01,0.0002540390637213858,0.004409981009360461
6,256,0.1,0.007421888366416482,0.01609124169691408
6,256,0.5,0.9646318128511089,0.9954980865301442
6,256,0.7,0.9835594555839262,0.9999004378536602
6,256,0.8,0.9843037793898397,0.9999916483694596
6,256,0.9,0.9843738877340259,0.9999998700788805
6,256,0.95,0.98437498262098,0.9999999979701227
6,256,0.99,0.9843749999988876,0.9999999999998698
6,512,0.01,0.0001270523161366782,0.0022055596220135368
6,512,0.1,0.003739027389371749,0.008106507463249854
6,512,0.5,0.9639583271320253,0.9948030506255419
6,512,0.7,0.983546264812825,0.9998870279294052
6,512,0.8,0.9843026787734485,0.9999905302114048
6,512,0.9,0.9843738706210429,0.9999998526942454
6,512,0.95,0.9843749823536103,0.9999999976985091
6,512,0.99,0.9843749999988705,0.9999999999998523
6,1024,0.01,6.353435784811371e-05,0.0011029221547572028
6,1024,0.1,0.001876628087313697,0.004068678298210845
6,1024,0.5,0.9632491198701206,0.9940711501607493
6,1024,0.7,0.9835328501173219,0.9998733903604397
6,1024,0.8,0.9843015610714294,0.9999893946954108
6,1024,0.9,0.9843738532447457,0.9999998350421163
6,1024,0.95,0.9843749820821269,0.9999999974227164
6,1024,0.99,0.9843749999988531,0.9999999999998348
7,8,0.01,0.00952870281748808,0.1413672062437697
7,8,0.1,0.21563085861857337,0.41657551851828695
7,8,0.5,0.9840714718055298,0.9996296728911774
7,8,0.7,0.991965280714253,0.9999947298035057
7,8,0.8,0.9921745018682029,0.9999996995168627
7,8,0.9,0.9921873984558749,0.9999999976563142
7,8,0.95,0.9921874992066869,0.9999999999816909
7,8,0.99,0.9921874999999903,0.9999999999999998
7,16,0.01,0.004810324931656786,0.07136566327423118
7,16,0.1,0.13369449843069614,0.2582833243980431
7,16,0.5,0.9839442552191945,0.9995004450065895
7,16,0.7,0.9919635094823989,0.9999929442344401
7,16,0.8,0.9921744009411724,0.9999995977938292
7,16,0.9,0.9921873976686998,0.9999999968629407
7,16,0.95,0.992187499200537,0.9999999999754924
7,16,0.99,0.9921874999999902,0.9999999999999997
7,32,0.01,0.002416851222628676,0.035856245261715804
7,32,0.1,0.07644993452022214,0.14769301257471998
7,32,0.5,0.9838140296863095,0.9993681606039119
7,32,0.7,0.9919617237422926,0.9999911440396855
7,32,0.8,0.9921742992291674,0.9999994952796302
7,32,0.9,0.9921873968754247,0.9999999960634193
7,32,0.95,0.9921874991943392,0.9999999999692459
7,32,0.99,0.9921874999999902,0.9999999999999997
7,64,0.01,0.0012113727499834153,0.017971846185683833
7,64,0.1,0.04128242690199481,0.07975318793685164
7,64,0.5,0.9836806918840153,0.9992327147267472
7,64,0.7,0.9919599233688486,0.9999893290931439
7,64,0.8,0.9921741967260653,0.9999993919680946
7,64,0.9,0.9921873960759987,0.9999999952576986
7,64,0.95,0.9921874991880948,0.9999999999629523
7,64,0.99,0.9921874999999901,0.9999999999999996
7,128,0.01,0.0006064263121148955,0.00899690075117639
7,128,0.1,0.021517747839145267,0.04156996369102058
7,128,0.5,0.9835441337401597,0.9990939975943194
7,128,0.7,0.9919581082357989,0.999987499267525
7,128,0.8,0.992174093425691,0.9999992878529987
7,128,0.9,0.9921873952703748,0.9999999944457311
7,128,0.95,0.9921874991817997,0.9999999999566077
7,128,0.99,0.9921874999999901,0.9999999999999996
7,256,0.01,0.00030339853653201795,0.0045012006680764894
7,256,0.1,0.010994712874231462,0.021240597221960637
7,256,0.5,0.9834042421586235,0.9989518943224557
7,256,0.7,0.9919562782156902,0.9999856544343442
7,256,0.8,0.9921739893218212,0.9999991829280704
7,256,0.9,0.9921873944585065,0.9999999936274699
7,256,0.95,0.9921874991754583,0.9999999999502164
7,256,0.99,0.9921874999999901,0.9999999999999996
7,512,0.01,0.00015174566304299516,0.002251288643888228
7,512,0.1,0.005558609049619852,0.01073863203959055
7,512,0.5,0.983260898725416,0.9988062846250366
7,512,0.7,0.9919544331798607,0.9999837944638978
7,512,0.8,0.9921738844081887,0.9999990771869929
7,512,0.9,0.9921873936403446,0.9999999928028658
7,512,0.95,0.9921874991690659,0.9999999999437735
7,512,0.99,0.99218749999999,0.9999999999999994
7,1024,0.01,7.58844364314771e-05,0.0011258164916228143
7,1024,0.1,0.0027949185114643773,0.0053994805548177
7,1024,0.5,0.9831139793940121,0.9986570424943576
7,1024,0.7,0.991952572998432,0.9999819192252567
7,1024,0.8,0.9921737786784678,0.9999989706233905
7,1024,0.9,0.9921873928158403,0.9999999919718693
7,1024,0.95,0.9921874991626239,0.999999999937281
7,1024,0.99,0.99218749999999,0.9999999999999994
8,8,0.01,0.011071584256015923,0.1438736427379746
8,8,0.1,0.2714177342240534,0.4784309565310895
8,8,0.5,0.9921113984063031,0.999907921660215
8,8,0.7,0.9960276175697321,0.9999992181755722
8,8,0.8,0.9960911700979077,0.9999999699805675
8,8,0.9,0.9960937399223343,0.9999999998828145
8,8,0.95,0.9960937499606344,0.999999999999542
8,8,0.99,0.9960937499999999,1.0
8,16,0.01,0.0055976630529114895,0.0727408251266791
8,16,0.1,0.17745601089450974,0.3128036171887244
8,16,0.5,0.9920802310617655,0.999876509386603
8,16,0.7,0.9960273559059946,0.9999989554684662
8,16,0.8,0.9960911600527743,0.9999999598960155
8,16,0.9,0.996093739883121,0.9999999998434475
8,16,0.95,0.9960937499604811,0.999999999999388
8,16,0.99,0.9960937499999999,1.0
8,32,0.01,0.0028146039005154328,0.03657537229250932
8,32,0.1,0.10590999013719686,0.18668867762969799
8,32,0.5,0.9920486966848397,0.999844727196273
8,32,0.7,0.9960270931897072,0.9999986917046133
8,32,0.8,0.996091149968503,0.9999999497721722
8,32,0.9,0.9960937398437563,0.9999999998039283
8,32,0.95,0.9960937499603267,0.9999999999992332
8,32,0.99,0.9960937499999999,1.0
8,64,0.01,0.001411284077235247,0.01833943331277161
8,64,0.1,0.05888160933716149,0.10379124546818787
8,64,0.5,0.9920167890155335,0.9998125687800384
8,64,0.7,0.9960268294164983,0.9999984268796246
8,64,0.8,0.9960911398449418,0.9999999396088847
8,64,0.9,0.9960937398042374,0.9999999997642545
8,64,0.95,0.9960937499601732,0.9999999999990791
8,64,0.99,0.9960937499999999,1.0
8,128,0.01,0.0007066425108022934,0.009182717648324991
8,128,0.1,0.031232254056997234,0.055053429820382624
8,128,0.5,0.9919845016513029,0.9997800276850409
8,128,0.7,0.9960265645819781,0.9999981609890926
8,128,0.8,0.996091129681936,0.9999999294059979
8,128,0.9,0.9960937397645645,0.999999999724426
8,128,0.95,0.9960937499600182,0.9999999999989234
8,128,0.99,0.9960937499999999,1.0
8,256,0.01,0.00035357199488554884,0.004594617147647644
8,256,0.1,0.01611340797330562,0.028403277374942793
8,256,0.5,0.9919518280429797,0.9997470973106454
8,256,0.7,0.9960262986817396,0.9999978940285927
8,256,0.8,0.9960911194793335,0.999999919163359
8,256,0.9,0.9960937397247386,0.9999999996844439
8,256,0.95,0.9960937499598622,0.9999999999987669
8,256,0.99,0.9960937499999999,1.0
8,512,0.01,0.00017684876023817245,0.0022981241673101314
8,512,0.1,0.008188083870919188,0.014433223421159505
8,512,0.5,0.9919187614905645,0.9997137709042004
8,512,0.7,0.9960260317113512,0.9999976259936758
8,512,0.8,0.9960911092369786,0.9999999088808117
8,512,0.9,0.996093739684757,0.9999999996443055
8,512,0.95,0.9960937499597057,0.9999999999986097
8,512,0.99,0.9960937499999999,1.0
8,1024,0.01,8.844008057368832e-05,0.0011492661088012427
8,1024,0.1,0.004127833525439418,0.007276176509331656
8,1024,0.5,0.9918852951388618,0.9996800415566389
8,1024,0.7,0.9960257636663657,0.999997356879877
8,1024,0.8,0.9960910989547169,0.9999998985582009
8,1024,0.9,0.9960937396446194,0.9999999996040105
8,1024,0.95,0.9960937499595498,0.9999999999984532
8,1024,0.99,0.9960937499999999,1.0
9,8,0.01,0.012638343157699048,0.14642313477573365
9,8,0.1,0.3310206839746559,0.5414292642949086
9,8,0.5,0.9960746997105022,0.9999770454345299
9,8,0.7,0.9980271141788383,0.9999998835056623
9,8,0.8,0.9980463610050819,0.9999999969992199
9,8,0.9,0.9980468739961049,0.9999999999941402
9,8,0.95,0.9980468749980397,0.9999999999999889
9,8,0.99,0.998046875,1.0
9,16,0.01,0.006399697334490915,0.07414450878881418
9,16,0.1,0.2287933890573651,0.37422264622700224
9,16,0.5,0.996066988718087,0.9999693042325749
9,16,0.7,0.9980270752697616,0.9999998445196753
9,16,0.8,0.9980463600028805,0.9999999959950567
9,16,0.9,0.9980468739941484,0.9999999999921798
9,16,0.95,0.998046874998036,0.9999999999999852
9,16,0.99,0.998046875,1.0
9,32,0.01,0.0032204324574708616,0.03731073051843398
9,32,0.1,0.1435207668926433,0.23474769702208215
9,32,0.5,0.9960592324298443,0.9999615175573359
9,32,0.7,0.998027036283304,0.9999998054561543
9,32,0.8,0.998046358998723,0.9999999949889335
9,32,0.9,0.9980468739921879,0.9999999999902156
