run_id,merge_num,M,depth,copies_used,N_so_far,noise,mode,p,p_channel,P_success,grover_iters,twirling_applied,fidelity,eps_L,purity,bloch_r,iteration,purification_level,fidelity_before_noise,fidelity_after_noise,eps_L_before_noise,eps_L_after_noise,purity_before_noise,purity_after_noise
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,1,1,dephase_z,iid_p,0.1,0.1,1.0,0,True,0.8999999999999996,0.1,0.8199999999999994,0.7999999999999997,1,0,0.9999999999999996,0.8999999999999996,0.1,0.1,0.8199999999999994,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,2,2,dephase_z,iid_p,0.1,0.1,0.909999999999999,0,True,0.9395604395604392,0.0604395604395603,0.8864267600531336,0.879120879120879,1,1,0.9999999999999996,0.8999999999999996,0.0604395604395603,0.1,0.8864267600531336,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,4,4,dephase_z,iid_p,0.1,0.1,0.781074999999998,0,True,0.9660243894632394,0.0339756105367601,0.9343574631491708,0.9320487789264794,1,2,0.9999999999999996,0.8999999999999996,0.0339756105367601,0.1,0.9343574631491708,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,8,8,dephase_z,iid_p,0.1,0.1,0.5900546167187465,0,True,0.9818389551479724,0.0181610448520272,0.96433755739618,0.9636779102959452,1,3,0.9999999999999996,0.8999999999999996,0.0181610448520272,0.1,0.96433755739618,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,16,16,dephase_z,iid_p,0.1,0.1,0.3419562533410189,0,True,0.9905867154387378,0.0094132845612619,0.9813506507299384,0.981173430877476,1,4,0.9999999999999996,0.8999999999999996,0.0094132845612619,0.1,0.9813506507299384,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,32,32,dephase_z,iid_p,0.1,0.1,0.1158437069567492,0,True,0.9952043347380266,0.0047956652619729,0.9904546662866636,0.990408669476054,1,5,0.9999999999999996,0.8999999999999996,0.0047956652619729,0.1,0.9904546662866636,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,64,64,dephase_z,iid_p,0.1,0.1,0.013355716376507,0,True,0.9975791140843876,0.002420885915612,0.9951699495460083,0.9951582281687756,1,6,0.9999999999999996,0.8999999999999996,0.002420885915612,0.1,0.9951699495460083,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,128,128,dephase_z,iid_p,0.1,0.1,0.0001779443794185,0,True,0.9987836892768052,0.0012163107231945,0.9975703373771614,0.9975673785536108,1,7,0.9999999999999996,0.8999999999999996,0.0012163107231945,0.1,0.9975703373771614,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,256,256,dephase_z,iid_p,0.1,0.1,3.1625735502427016e-08,0,True,0.999390364328012,0.0006096356719878,0.9987814719673292,0.998780728656024,1,8,0.9999999999999996,0.8999999999999996,0.0006096356719878,0.1,0.9987814719673292,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,512,512,dephase_z,iid_p,0.1,0.1,9.995777680317717e-16,0,True,0.9996948103951352,0.0003051896048645,0.9993898070716604,0.9993896207902708,1,9,0.9999999999999996,0.8999999999999996,0.0003051896048645,0.1,0.9993898070716604,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.10000_twirl,0,1,1,1024,1024,dephase_z,iid_p,0.1,0.1,9.988508754677764e-31,0,True,0.999847312042664,0.0001526879573355,0.9996946707125532,0.9996946240853286,1,10,0.9999999999999996,0.8999999999999996,0.0001526879573355,0.1,0.9996946707125532,0.8199999999999994
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,1,1,dephase_z,iid_p,0.2,0.2,1.0,0,True,0.7999999999999996,0.2,0.6799999999999995,0.5999999999999998,1,0,0.9999999999999996,0.7999999999999996,0.2,0.2,0.6799999999999995,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,2,2,dephase_z,iid_p,0.2,0.2,0.8399999999999991,0,True,0.857142857142857,0.1428571428571427,0.7551020408163265,0.7142857142857143,1,1,0.9999999999999996,0.7999999999999996,0.1428571428571427,0.2,0.7551020408163265,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,4,4,dephase_z,iid_p,0.2,0.2,0.6191999999999984,0,True,0.9069767441860463,0.0930232558139533,0.8312601406165496,0.8139534883720931,1,2,0.9999999999999996,0.7999999999999996,0.0930232558139533,0.2,0.8312601406165496,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,8,8,dephase_z,iid_p,0.2,0.2,0.351060479999998,0,True,0.9444772593030122,0.0555227406969874,0.8951200680750346,0.8889545186060248,1,3,0.9999999999999996,0.7999999999999996,0.0555227406969874,0.2,0.8951200680750346,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,16,16,dephase_z,iid_p,0.2,0.2,0.1167805777379314,0,True,0.9690755660188743,0.0309244339811253,0.9400637732718552,0.938151132037749,1,4,0.9999999999999996,0.7999999999999996,0.0309244339811253,0.2,0.9400637732718552,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,32,32,dephase_z,iid_p,0.2,0.2,0.013229007097182,0,True,0.9835671615348948,0.0164328384651049,0.9676743994298304,0.96713432306979,1,5,0.9999999999999996,0.7999999999999996,0.0164328384651049,0.2,0.9676743994298304,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,64,64,dephase_z,iid_p,0.2,0.2,0.0001721780315878,0,True,0.9915113615088118,0.0084886384911878,0.983166836984492,0.983022723017624,1,6,0.9999999999999996,0.7999999999999996,0.0084886384911878,0.2,0.983166836984492,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,128,128,dephase_z,iid_p,0.2,0.2,2.9395762691783373e-08,0,True,0.9956833205784948,0.0043166794215048,0.9914039085994462,0.99136664115699,1,7,0.9999999999999996,0.7999999999999996,0.0043166794215048,0.2,0.9914039085994462,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,256,256,dephase_z,iid_p,0.2,0.2,8.603968762470698e-16,0,True,0.9978229865252288,0.002177013474771,0.9956554518257964,0.9956459730504578,1,8,0.9999999999999996,0.7999999999999996,0.002177013474771,0.2,0.9956554518257964,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,512,512,dephase_z,iid_p,0.2,0.2,7.386746875454799e-31,0,True,0.9989067487273694,0.0010932512726303,0.9978158878514294,0.9978134974547392,1,9,0.9999999999999996,0.7999999999999996,0.0010932512726303,0.2,0.9978158878514294,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.20000_twirl,0,1,1,1024,1024,dephase_z,iid_p,0.2,0.2,5.4504442422295225e-61,0,True,0.9994521785127292,0.0005478214872705,0.9989049572422226,0.9989043570254588,1,10,0.9999999999999996,0.7999999999999996,0.0005478214872705,0.2,0.9989049572422226,0.6799999999999995
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,1,1,dephase_z,iid_p,0.3,0.3,1.0,0,True,0.6999999999999998,0.2999999999999999,0.5799999999999997,0.3999999999999999,1,0,0.9999999999999996,0.6999999999999998,0.2999999999999999,0.2999999999999999,0.5799999999999997,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,2,2,dephase_z,iid_p,0.3,0.3,0.7899999999999994,0,True,0.7531645569620251,0.2468354430379746,0.628184585803557,0.5063291139240506,1,1,0.9999999999999996,0.6999999999999998,0.2468354430379746,0.2999999999999999,0.628184585803557,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,4,4,dephase_z,iid_p,0.3,0.3,0.5080749999999988,0,True,0.8109777099837621,0.1890222900162376,0.6934142722134898,0.6219554199675245,1,2,0.9999999999999996,0.6999999999999998,0.1890222900162376,0.2999999999999999,0.6934142722134898,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,8,8,dephase_z,iid_p,0.3,0.3,0.2185691542187489,0,True,0.8672789524529967,0.1327210475470031,0.7697876578299414,0.7345579049059936,1,3,0.9999999999999996,0.6999999999999998,0.1327210475470031,0.2999999999999999,0.7697876578299414,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,16,16,dephase_z,iid_p,0.3,0.3,0.0422735684751468,0,True,0.9150542589988934,0.0849457410011063,0.8445400758262411,0.8301085179977871,1,4,0.9999999999999996,0.6999999999999998,0.0849457410011063,0.2999999999999999,0.8445400758262411,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,32,32,dephase_z,iid_p,0.3,0.3,0.0016481469059688,0,True,0.9500355014655611,0.0499644985344385,0.9050639051587186,0.9000710029311227,1,5,0.9999999999999996,0.6999999999999998,0.0499644985344385,0.2999999999999999,0.9050639051587186,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,64,64,dephase_z,iid_p,0.3,0.3,2.587446578641522e-06,0,True,0.9724623675320404,0.0275376324679594,0.9464413774679616,0.9449247350640808,1,6,0.9999999999999996,0.6999999999999998,0.0275376324679594,0.2999999999999999,0.9464413774679616,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,128,128,dephase_z,iid_p,0.3,0.3,6.515595527342601e-12,0,True,0.9854627249515682,0.0145372750484316,0.971348114634804,0.9709254499031366,1,7,0.9999999999999996,0.6999999999999998,0.0145372750484316,0.2999999999999999,0.971348114634804,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,256,256,dephase_z,iid_p,0.3,0.3,4.184480604502398e-23,0,True,0.9925185169961732,0.0074814830038262,0.9851489791682204,0.9850370339923472,1,8,0.9999999999999996,0.6999999999999998,0.0074814830038262,0.2999999999999999,0.9851489791682204,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,512,512,dephase_z,iid_p,0.3,0.3,1.7379858148510582e-45,0,True,0.9962030781211588,0.003796921878841,0.9924349894738256,0.9924061562423176,1,9,0.9999999999999996,0.6999999999999998,0.003796921878841,0.2999999999999999,0.9924349894738256,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.30000_twirl,0,1,1,1024,1024,dephase_z,iid_p,0.3,0.3,3.0091692773009942e-90,0,True,0.9980870951801534,0.0019129048198464,0.9961815087700064,0.996174190360307,1,10,0.9999999999999996,0.6999999999999998,0.0019129048198464,0.2999999999999999,0.9961815087700064,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.40000_twirl,0,1,1,1,1,dephase_z,iid_p,0.4,0.4,1.0,0,True,0.5999999999999998,0.3999999999999999,0.5199999999999998,0.1999999999999999,1,0,0.9999999999999996,0.5999999999999998,0.3999999999999999,0.3999999999999999,0.5199999999999998,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.40000_twirl,0,1,1,2,2,dephase_z,iid_p,0.4,0.4,0.7599999999999993,0,True,0.6315789473684208,0.3684210526315788,0.5346260387811634,0.263157894736842,1,1,0.9999999999999996,0.5999999999999998,0.3684210526315788,0.3999999999999999,0.5346260387811634,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.40000_twirl,0,1,1,4,4,dephase_z,iid_p,0.4,0.4,0.443199999999999,0,True,0.6714801444043319,0.3285198555956679,0.5588108798498611,0.3429602888086641,1,2,0.9999999999999996,0.5999999999999998,0.3285198555956679,0.3999999999999999,0.5588108798498611,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.40000_twirl,0,1,1,8,8,dephase_z,iid_p,0.4,0.4,0.1530956799999992,0,True,0.7200140461180874,0.2799859538819122,0.596812360978504,0.4400280922361753,1,3,0.9999999999999996,0.5999999999999998,0.2799859538819122,0.3999999999999999,0.596812360978504,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.40000_twirl,0,1,1,16,16,dephase_z,iid_p,0.4,0.4,0.0187132733882366,0,True,0.7755665618510944,0.2244334381489053,0.6518738600208661,0.5511331237021891,1,4,0.9999999999999996,0.5999999999999998,0.2244334381489053,0.3999999999999999,0.6518738600208661,0.5199999999999998
