noise_type,error_rate,final_logical_error
depolarizing,0.01,0.0004849437513283889
depolarizing,0.1,0.006721612793944267
depolarizing,0.5,0.2209342255635595
depolarizing,0.7,0.5515974609294134
depolarizing,0.8,0.6683666601520325
depolarizing,0.9,0.7308794387168958
depolarizing,0.95,0.7453055345878559
depolarizing,0.99,0.7498133297114765
